iq	hrs	word.type	ms	male
103.7685351789	4.2786265871	regular	855.30564695	0
99.5590616018	4.1025603586	regular	904.0013037749	1
109.4674742933	3.233403272	regular	1005.5013414553	0
96.3348007895	3.4689085565	regular	1009.1455319508	1
72.8563702975	3.6018228024	regular	1108.157749696	0
121.5269947062	4.1025479933	regular	910.1345500074	1
111.221619953	3.1350613937	regular	1021.7307212029	0
100.0165464618	3.6830667366	regular	1033.0150309481	1
111.2828918823	4.9063973803	regular	942.0041079193	1
114.4157940081	3.5597417376	regular	992.5689136654	1
91.3422572521	3.3767071537	regular	953.0285796154	1
120.6778655997	3.7306999582	regular	888.3905942725	0
103.5941748825	4.5258594761	regular	1037.4940765886	0
102.8240045713	4.1992485292	regular	981.1947012346	1
102.1488979199	3.41184213	regular	1023.6033419845	1
108.2259819558	4.2567303099	regular	977.8482889667	1
92.982891867	3.5457926357	regular	1084.9378332683	0
95.8316044756	3.1702354689	regular	1045.4981903743	0
103.5537934445	4.2878202532	regular	999.895252361	1
111.7201206307	3.6404516113	regular	999.1612092294	0
107.9100214299	4.243298574	regular	954.7538786014	0
99.8469487913	4.3609272795	regular	999.1826141176	1
87.9735905195	4.3679868219	regular	1061.8609790987	1
105.6807935488	3.2562898285	regular	1062.9658415095	0
126.1589301648	4.076023558	regular	966.3372697361	1
107.7920725049	3.5703984101	regular	977.5190419159	1
101.2291286871	3.7659971764	regular	996.1507789071	1
136.0926422895	4.0883237906	regular	832.3629980408	0
96.8066965185	3.4354473615	regular	1035.2664146233	0
112.5779600975	4.2764477893	regular	1024.5648553177	0
106.088369769	4.334512227	regular	931.0618408438	1
103.5476015507	4.1894969598	regular	1030.390878527	1
78.0875933696	3.8300880557	regular	922.4031584892	0
68.0484250347	3.7806942031	regular	1135.554145178	1
100.8594219244	4.330796228	regular	955.8778694855	1
129.7982698159	4.2801532288	regular	888.6682533634	1
110.162445819	3.8337956733	regular	932.3409628957	1
85.3637587807	3.2545821498	regular	1035.7032253619	1
87.814292991	3.6502803592	regular	1062.372575423	1
109.0111872677	2.8018203241	regular	999.7316484718	0
88.4288076697	3.9713835004	regular	1120.2494582812	1
88.0955321017	4.2882779892	regular	1029.2255352723	0
94.8264862265	4.3435901659	regular	1026.8980032547	0
107.0947465879	4.1299587404	regular	1031.3681891677	0
108.8567961569	3.6900350839	regular	1076.8053681759	0
87.6238733692	4.7514204228	regular	1121.198257502	1
101.6274290367	3.8747309283	regular	921.8530215071	0
111.5305351099	4.8853998479	regular	830.0929391188	1
124.2699774255	3.7152643664	regular	863.3565598357	1
97.2518549994	3.0942876163	regular	1122.9350223683	1
102.0607154257	4.7319771369	regular	922.7916365502	0
99.4305755901	3.6986897015	regular	943.0274773487	0
110.3581883861	3.4318531586	regular	949.7752209702	0
100.0051906259	3.6460005278	regular	1088.2832458119	0
58.7773169968	3.8909651584	regular	1197.3648362301	0
115.5434493696	4.8795082976	regular	897.0305245336	1
108.9580889638	3.5764021306	regular	995.1303066066	0
81.1534206977	4.0342300359	regular	1090.8291330999	0
80.935612286	4.6197973772	regular	1014.4599233386	1
112.3216848748	4.3536716759	regular	962.1611633967	0
95.0882906678	4.4711423886	regular	1020.2509241417	1
91.6516991548	4.3772436934	regular	1039.2681470259	0
100.3954076898	4.1407236313	regular	1008.0893495401	0
70.3284157748	4.016079218	regular	1171.7946594053	1
105.1982971034	4.6775401209	regular	934.6501029521	0
101.2950901406	3.7733112065	regular	1072.4377829602	0
96.3633363694	3.825512625	regular	1064.7216246382	1
93.0035744565	3.9098195215	regular	1028.5139771943	1
70.8216748743	3.722503781	regular	1093.0984891377	1
83.2383715318	3.4977386526	regular	1182.5064788739	1
82.9457484603	3.8040622705	regular	943.6163998036	1
90.7060976831	4.0627260732	regular	1008.6911373623	0
125.8790012864	3.817552685	regular	765.3128531783	0
110.4440904571	4.1009851787	regular	984.0460279489	1
91.9880280456	4.5827552795	regular	967.4601975729	0
103.9037243066	2.7548217445	regular	950.2050950392	0
122.7866748872	3.1972818749	regular	943.5272986042	0
109.1920948374	3.3554494286	regular	953.7804534404	1
94.6115647449	3.9835830742	regular	966.8837430349	0
119.2160047698	4.6586977871	regular	975.0028084233	0
88.981345935	3.1250097451	regular	1073.9677826582	1
113.9673184507	3.2765452567	regular	1061.3433134319	1
129.8499382297	3.5633588244	regular	905.7180341609	1
92.4335901564	3.3411020747	regular	1149.955957232	0
97.4197566553	3.0791509658	regular	910.7326810042	1
92.1268595554	3.9626592206	regular	1010.9477558116	0
97.8234705019	4.0044099726	regular	995.0523261302	1
66.7432447594	3.475331114	regular	1122.0479852227	0
109.8806898917	5.1084754826	regular	1024.8338862341	1
74.6594762202	3.7804478745	regular	1098.0023775063	1
98.6888344589	4.7023467813	regular	956.9570165977	1
89.0902013566	4.3907604346	regular	1037.0460552803	1
64.9409166736	4.1734637621	regular	1032.6173146232	1
128.8786673696	4.2706191431	regular	858.9573625065	0
61.3337707028	3.4502735919	regular	1081.6351350052	1
117.6488164139	4.1091804183	regular	986.1898135682	0
115.482620431	4.2316708757	regular	845.2429271588	1
108.6815948211	3.9184081334	regular	948.4853747194	1
93.921658376	3.3966066461	regular	996.3362339438	1
101.9579311741	3.7347804626	regular	959.7340768395	0
101.8949116772	3.8984655827	regular	1046.9589688139	0
128.8088163436	3.7484420825	regular	805.4107733221	0
142.7585114872	3.2817829775	regular	998.7229720041	0
95.021226534	3.4608744145	regular	1009.8825479075	0
99.5420739446	3.1532865946	regular	1088.931095933	1
104.8734224665	4.1789509406	regular	1018.8331722064	0
78.6974651585	3.3754463579	regular	1199.6975322403	1
114.4366478965	3.6320088213	regular	973.3641170471	1
98.9316743031	4.9624938391	regular	1007.4256604413	0
119.3525236096	4.6631862231	regular	1026.9962209165	0
83.5381913471	3.5439197157	regular	1078.4829919025	0
100.9906308907	3.4218204224	regular	1023.4150623501	0
102.5696785175	3.7746236363	regular	983.9206669403	1
88.5234390505	3.6904441606	regular	1097.5895263986	0
113.7042318293	3.9059434327	regular	1065.135309605	0
103.7355336138	3.8207694343	regular	1004.5497236078	1
95.1458839997	4.7338223675	regular	989.456207847	0
79.9352086189	4.2627781349	regular	1181.1628701732	1
106.8621378219	3.6801533517	regular	1033.9681851368	1
99.4723515059	4.0526633088	regular	1023.5095910876	0
76.3265005105	3.6316884411	regular	1042.1608437529	1
81.1572497336	4.9564571397	regular	1009.9073507116	0
94.2135606157	4.2938412894	regular	1113.47213186	0
94.5653676553	4.5173337374	regular	1169.9901193724	0
110.2637362684	3.3817851179	regular	978.1033409691	1
90.3452330382	3.3399187475	regular	1087.1678336449	0
100.295182888	4.1513571648	regular	1036.537035761	1
130.7309699887	3.3896809137	regular	952.5799521066	0
69.2515963866	3.1667800869	regular	1134.9748951965	0
96.5659450294	3.7896023272	regular	981.7076670273	1
88.9420190443	3.5241309477	regular	1076.3371147496	0
96.9352968573	4.2278863875	regular	1072.2934432807	1
101.4513931593	3.8542411141	regular	966.7223769275	0
88.6007331242	4.2017340577	regular	1004.366146474	1
97.2361256092	4.2226247464	regular	996.05842642	1
117.9199116691	3.9189269506	regular	918.8778375298	0
104.9605663368	3.9003245116	regular	993.8537555594	0
90.3345313314	4.3637742393	regular	963.9162190066	0
90.0549063674	2.6529965818	regular	1100.3435842763	1
93.7041427842	4.735236953	regular	934.7800450777	1
74.4140248789	3.8111297442	regular	988.4791892313	0
87.7813806506	4.8685900339	regular	1009.9656758231	1
108.1165296723	3.5718934086	regular	984.2900839817	1
114.9828273764	4.5005195951	regular	842.2151907102	0
70.5196556316	4.5675842602	regular	1250.5756094558	1
106.303337039	3.5213562112	regular	997.9539109775	1
87.8974348744	3.960861911	regular	1065.4446309205	0
97.8810565974	3.9476246408	regular	930.0561040409	1
123.4637794112	3.5567477336	regular	974.617565925	1
117.7083704897	4.5496002037	regular	886.5501370131	1
121.6776945317	3.9719997733	regular	1038.4481091462	0
90.6196528782	4.3695324004	regular	1032.7070561261	1
120.0290472426	4.4063901423	regular	1020.5100242374	1
97.0756268822	4.2041532562	regular	1024.3475063718	1
108.3554928327	3.7247599232	regular	1050.5866442929	0
112.9246844234	4.026464202	regular	955.1893040288	0
109.2396744115	3.5523510407	regular	965.4485263435	1
109.7826454499	3.868695253	regular	966.238949426	0
112.2502109918	4.5009614582	regular	1042.1509658296	1
69.1235994834	3.6459583216	regular	1155.3540735413	1
103.1474741397	3.7747479735	regular	939.0190045445	0
115.5077588139	3.8131290198	regular	1021.1845573324	0
86.9881188503	3.5055475343	regular	975.0817442948	1
107.6933227648	4.9383117493	regular	904.6153491722	0
100.1435771951	4.1174920925	regular	919.9753757756	0
60.8889870132	3.8644421856	regular	1142.1791750898	1
119.9284960576	3.4089947534	regular	976.5765710066	1
87.3774534868	4.2795556151	regular	1094.242461595	1
93.8626790239	4.0621819583	regular	1058.4115384231	1
75.0705567793	4.7296978695	regular	1148.5003220333	1
105.0340277438	3.5665051653	regular	1061.3023627624	1
101.0750453151	4.4255071042	regular	916.975162797	1
139.8062597621	4.1479073649	regular	834.0618957647	0
83.1795530297	3.9685438891	regular	1165.8593926361	1
99.0024708636	4.0369966939	regular	1044.951135191	0
105.8781165969	4.7468730748	regular	956.2731319311	1
84.9493464407	3.5722055993	regular	978.0006269155	0
109.2870303743	4.2277372447	regular	959.7790438909	1
95.9467247343	4.3874368054	regular	1010.0068336016	0
65.8356069454	3.3553893657	regular	1152.2383293285	1
103.7020183229	4.1457260947	regular	892.4149297175	1
108.2199246885	3.7045534343	regular	960.6877806197	1
106.1911509353	3.2973386477	regular	1042.4949849336	0
83.3980718984	4.3889002581	regular	993.3325984665	1
85.0534411983	3.2568609024	regular	1001.0103050706	1
88.3193504234	5.0834074322	regular	1035.0851096778	0
90.5013280491	3.5709706997	regular	1034.0045780279	1
92.6327268154	3.928341847	regular	1018.8221206782	1
85.7384319727	4.2909285439	regular	1059.8937952285	0
99.5996320199	3.1995604307	regular	1061.3302036534	0
103.2899720646	3.678755182	regular	1102.9165672607	0
95.4197763064	3.6099335996	regular	974.8684027316	1
118.7819255477	4.634748765	regular	1012.8339471182	0
140.9799706377	4.6636301796	regular	915.4993841237	0
112.4672427162	4.2325056168	regular	1083.3876340749	1
80.5469398566	3.0540202458	regular	1118.7185074863	1
103.4074456651	3.9210936177	regular	1084.5376655367	1
100.8109388137	3.4777139357	regular	1038.2387415126	1
136.2951231226	3.5364552325	regular	907.0895061743	0
113.1787438245	3.7721760306	regular	960.4711853116	1
73.404517533	4.0429061363	regular	1183.9097790209	0
115.2545774395	3.5920649535	regular	877.4510124069	0
82.6564379935	4.6793500351	regular	1022.0061496341	1
113.4280336342	3.6397791705	regular	984.5189284387	1
94.9461555325	4.748572263	regular	1101.8229002054	1
97.9377804472	3.6390466026	regular	1000.7311529907	1
70.9686142295	4.4066863375	regular	1023.1063378692	1
100.9012396449	4.3107893684	regular	916.3180369891	0
112.0136409857	3.8876323017	regular	912.5013190049	1
100.5687843605	3.1152052553	regular	1052.855763712	1
111.3466317757	3.6703845214	regular	924.6238151442	1
106.5085171383	4.5623463198	regular	1018.8271157143	1
96.5029926158	3.7154975594	regular	960.0645921239	1
97.1176677857	4.4679282818	regular	1065.1880558702	1
113.4678955171	4.4081453712	regular	1011.4982992079	1
81.1581290734	4.0478836292	regular	1092.8982751832	1
80.4968405371	4.1691304013	regular	1025.3188451635	1
117.2216960875	3.5919266211	regular	920.100286778	0
91.4340025348	3.6634849344	regular	1017.7312740399	1
113.2238583542	3.8015354835	regular	976.8014133731	0
107.8484182416	3.6941205805	regular	1031.1432102163	1
113.8535506447	4.4756981933	regular	857.2717840418	0
92.970787749	4.0364309408	regular	998.5336697289	0
113.0446676164	3.3258858651	regular	919.0847832801	1
79.3820500276	3.6189558358	regular	1150.1316427791	0
72.3681611164	3.8980513797	regular	1084.6768354978	1
74.3061900728	3.9269029885	regular	1055.824659401	1
97.1145648959	4.3730584793	regular	1025.8060265073	0
109.1409577595	3.9343675324	regular	1030.8494650651	0
106.3426106136	4.1678479394	regular	943.5674299917	0
104.0739944929	3.7966991474	regular	1127.1720434014	1
89.116090199	4.0848582747	regular	1070.4864987365	1
83.8884949542	3.7279000419	regular	1081.8091882619	0
100.734295351	3.2956810427	regular	1054.1713217835	0
91.5296040328	4.6427389724	regular	1027.9497377952	0
117.5139742699	3.6036172964	regular	909.6043944077	1
107.5145927626	4.4498691847	regular	858.48573811	0
102.4078034523	3.7908120738	regular	1000.0868061365	1
94.5062049346	3.5630899389	regular	937.6805796201	0
103.9300819414	4.2902056403	regular	953.4218131378	1
116.662422501	3.8746073644	regular	891.9953793493	0
99.2518958248	3.7024137801	regular	1017.2843046004	1
90.8314107566	4.5996436608	regular	992.8756160013	0
87.0905627886	4.0160255497	regular	1044.9045919673	1
92.5269473273	4.361997418	regular	955.2127041214	0
97.4503680807	3.6983225964	regular	953.1426740921	0
94.1070017287	4.2748770846	regular	934.8510220635	1
102.6152086564	3.7291564425	regular	1110.8333823254	1
102.9006736673	3.6163276444	regular	1156.9598248435	0
104.9989368771	2.9991419365	regular	1024.122300758	1
111.3644029705	3.0354826826	regular	1041.5593951573	0
95.6345778046	4.2976500954	regular	966.9013599821	0
105.2831614879	3.6841610452	regular	1026.6578213541	1
119.882118067	4.2774850505	regular	936.7507874489	0
77.7350376445	3.7838997964	regular	1070.0211442453	1
90.30069552	4.3878750352	regular	1029.6843984597	0
103.6442113985	4.4094560193	regular	929.9293796124	0
97.1289140327	3.5231726362	regular	1189.3835725256	1
113.9107729711	3.8544969567	regular	1015.3268780629	1
128.6672755603	3.6080754832	regular	940.2654823275	0
84.9845241888	3.8975615977	regular	1087.1209987224	1
119.9419566168	3.9103893325	regular	947.3998263822	0
83.4860968838	3.8158197124	regular	974.5058822667	1
116.540263626	3.5857586572	regular	931.1950627523	0
106.4771698843	4.3419856684	regular	875.3081165896	0
92.7413497636	4.2249418026	regular	1064.6030635626	1
119.7504939412	4.3975882447	regular	929.6198744894	0
64.5376881377	4.053865207	regular	1122.2048695637	1
109.2504178664	4.1754991928	regular	917.5572261978	1
93.2188114633	2.9338850048	regular	975.4357915516	0
108.6854989302	4.4665563137	regular	948.0177885644	1
113.7109932197	4.4319821752	regular	900.7190756654	1
76.0426163259	4.5939864424	regular	1073.7607597285	1
90.3387678689	3.8716552367	regular	1154.6695268988	0
87.1575983804	4.0032233509	regular	1026.2337232195	1
85.7986447183	3.664293497	regular	1057.5905139249	0
99.4725328585	4.0078402581	regular	974.7421471933	1
98.4407907068	4.498393445	regular	980.6224924018	1
83.3721008293	3.9338638485	regular	1120.1967021068	0
98.0107603027	3.7608899404	regular	1062.9387227409	1
87.0389763747	4.7703663469	regular	997.8536069623	0
87.839689637	4.2565947267	regular	996.1271756553	0
88.4265817495	4.3383419642	regular	1019.8683036638	1
85.0094014029	3.9182520612	regular	1110.8116575615	0
114.1562371019	3.6272321682	regular	922.1055691272	0
104.1916099152	3.596063264	regular	856.241180221	1
85.4367657099	4.8143039485	regular	1074.9363637837	1
110.9455691484	5.1131914075	regular	837.6094481999	0
105.2046038047	3.20775198	regular	886.7892078644	0
99.6645049996	4.557528448	regular	1130.6800569967	1
121.895782302	4.1978013656	regular	930.6964756955	1
91.753355533	4.5925751131	regular	1007.509106279	1
106.206788855	4.9634176944	regular	1035.7755316979	1
85.7774718036	4.3599872001	regular	1022.4359758751	1
82.6367888921	4.3203507403	regular	1063.4706964311	0
92.5227478591	4.1372430017	regular	922.6034365576	0
93.760895974	3.8028239995	regular	994.6075749199	1
104.802898153	4.1276703074	regular	942.0550771587	1
79.2701020009	3.5126683587	regular	930.0930856525	1
91.9417197606	4.3289551156	regular	1056.6539898395	0
115.1011281192	4.5245388703	regular	968.051147192	0
116.5569509811	4.072927361	regular	924.3386117936	1
79.8702879224	3.9964297306	regular	1076.0346457714	1
111.2198055132	3.9938247822	regular	959.1443989726	0
100.0187361585	3.6748540516	regular	969.5294913795	1
115.51087239	4.2213056419	regular	963.7991529166	0
104.7786118536	3.5583587773	regular	1065.0187669334	0
82.4344807293	4.248969699	regular	986.5083528802	1
99.595608799	4.2124742801	regular	948.2133120176	1
99.6471464056	4.3999724152	regular	1005.0195797171	1
81.4925553279	3.8304499095	regular	987.608327246	1
98.0237009295	3.6995480027	regular	956.1156186878	0
127.8172014992	4.0784393023	regular	908.8519166536	0
113.0282975583	4.3708610278	regular	971.0454447944	0
117.7674778947	4.071767696	regular	1002.3428138608	1
92.7657236662	4.6520163897	regular	1096.7757311026	1
111.6456499043	3.7364512429	regular	935.1432199989	0
83.6090453093	3.1861743192	regular	1005.4227913522	1
110.6881801475	5.1024281844	regular	986.2342667875	0
100.4990290435	3.018280246	regular	941.9796186772	1
114.3587441792	3.2714838279	regular	960.952432332	1
92.6051914505	4.1179938285	regular	1001.7098991915	0
106.1449085423	3.1197620634	regular	899.1877439536	1
101.1436408344	3.5281605291	regular	1044.0333258306	0
121.4772871693	4.542392288	regular	902.8898376427	0
102.0677375306	3.7012852933	regular	964.4227669196	0
108.0978635911	4.1789454297	regular	1026.8137400122	0
110.2587960691	4.0635389155	regular	1032.191632947	1
81.3800468224	4.5083507346	regular	1094.9742596908	0
95.6696932627	4.4657780937	regular	1018.9656502586	0
103.8884591158	5.0614556453	regular	1027.6962416332	0
76.4582657067	4.1205486287	regular	1099.4837529357	1
109.9358302581	3.4945485813	regular	1055.9556156235	0
100.7393266181	4.1262796589	regular	925.655120693	0
88.2683913721	3.2405582719	regular	952.5852516088	1
66.4743685712	3.3537949677	regular	1106.9522030215	0
127.3860614897	4.0855964923	regular	935.3307825399	1
101.4870359519	4.1018593254	regular	1052.1366687868	1
122.1951457781	3.8726790178	regular	898.8212670146	1
91.5919846677	4.0984347809	regular	944.9077422073	0
75.4523377689	2.766544372	regular	1133.7859744105	0
107.542581621	4.5239717872	regular	1092.5037715828	1
95.1683083243	5.0446783037	regular	1071.1496852189	1
103.1951944192	3.8155979912	regular	954.4926868499	1
84.6879132945	4.1682066135	regular	1050.0392176709	0
101.232007924	3.9125039392	regular	1154.9903076917	1
113.8319382182	4.1556908428	regular	947.4658837293	1
106.0257990414	4.0099775247	regular	921.8744977899	0
91.410458449	4.8122987465	regular	905.9167243866	1
71.1896106277	3.4990544943	regular	1217.0373295208	0
111.2622866361	3.8543771699	regular	981.1695793408	0
81.0499800928	4.5502923284	regular	1016.6894222671	0
95.5318701409	4.2151805294	regular	1007.477092999	1
93.1760304988	3.0918044522	regular	1064.6773372667	0
112.3198224002	3.3743695644	regular	1039.7300117027	1
108.8542353665	5.2497299909	regular	1015.7055155481	1
77.8630911351	3.4329606206	regular	1054.2276690881	0
127.9866558223	4.1377138408	regular	896.7836276885	1
100.0049412421	4.2288255704	regular	967.3222880099	0
112.2233917157	3.9744832655	regular	1081.2846051917	0
93.0169109463	4.4445258846	regular	966.1364830793	0
93.7527198169	4.6429953984	regular	906.7038633866	1
77.2331030147	4.3020759965	regular	1015.4879779714	1
97.5534018979	4.5487340886	regular	962.2939362635	0
118.7448656328	3.9506827543	regular	1067.7324786623	0
90.6485065863	4.6262390649	regular	990.2472467034	1
110.5063388206	4.4034662199	regular	983.1126605508	0
72.4555848745	5.1457182604	regular	999.5643821423	1
78.7396908505	4.1494708047	regular	1101.9329408624	1
98.6185859105	4.185558865	regular	1089.0002407943	1
97.0393757291	3.519098717	regular	991.1354612538	0
105.8903484719	3.6223392359	regular	1008.0923969867	0
118.3991551594	4.2046697082	regular	807.285574942	0
114.1156754325	3.8826822548	regular	913.6983326938	1
99.2617831881	4.4057063735	regular	1062.4018631525	0
55.3087769854	2.7447354771	regular	1152.0114403879	1
82.4269291564	4.2207583823	regular	1030.0915201618	0
69.9349014665	3.9879769542	regular	1100.1755540613	0
113.149199172	4.5530151098	regular	978.3077242789	0
88.2036475405	4.001449449	regular	994.0908761567	0
108.2868695396	3.6432867699	regular	864.388454321	0
90.3804566828	4.310765007	regular	1103.5793077191	0
75.7909393434	3.9942197599	regular	1097.563920703	0
91.8699574195	3.6968489198	regular	1013.9566618887	1
79.6068682897	4.7221556885	regular	1033.9103911092	0
101.580739066	5.469235486	regular	921.8690231056	0
98.6922910746	4.2719919499	regular	1046.7659062066	1
90.9692659477	3.9870844279	regular	1159.3612045234	1
100.4801779922	3.7251884032	regular	1001.6395768766	0
109.2391415757	4.0329110538	regular	917.2960950503	1
99.1359855788	4.3965446988	regular	820.9809722549	0
102.9040662616	4.3163952515	regular	930.0563344558	1
95.2925997377	3.7586515468	regular	1111.5053008645	1
96.2573106843	3.757188907	regular	1007.8003882469	0
101.9851985099	4.1125777524	regular	1094.8905369598	1
103.2373670761	3.0173156341	regular	1032.6370656415	1
85.2313198477	3.2470384333	regular	1047.4540340311	0
94.7802374378	4.1760312322	regular	975.5278021011	0
112.5766671922	3.6896436422	regular	1094.5588984213	0
77.6288183096	4.0548745365	regular	1067.1656745396	1
79.2568312252	3.7830124184	regular	1084.4978488018	1
117.7349835218	3.5283927442	regular	799.4452147402	0
117.128160663	4.3103000989	regular	1048.9750295304	0
91.9406751268	4.0678896775	regular	1067.9915058782	1
87.1797167707	4.6053744008	regular	1046.9955942468	1
104.1011894301	4.7306823766	regular	917.3102918203	0
90.6495993786	4.3689962654	regular	976.5759855481	1
105.3369245376	5.151120177	regular	919.9840697587	1
91.6842800353	3.9920664562	regular	977.1105401156	1
84.6876730012	3.5057959911	regular	1017.3054223662	1
104.7637443569	4.0811577048	regular	870.6756567564	1
113.819303427	4.8063916279	regular	887.9625785406	1
93.8080169202	2.9971731165	regular	990.7642704038	0
99.1032830961	3.9328862271	regular	1049.6152596662	1
102.4247635764	5.0539675351	regular	968.8558172593	1
46.9987231146	3.3776318307	regular	1142.2107366036	0
109.5114590859	5.1395505053	regular	1047.7918151499	0
100.6344286049	4.1651216781	regular	899.7629218098	0
107.49773628	4.5520863204	regular	1058.2015164843	1
107.2720867026	4.6121240777	regular	1016.870496967	0
102.0745117361	4.3596674063	regular	1013.3184710057	1
112.4507129669	3.7919131561	regular	992.6072804389	1
120.1057919148	3.1354912626	regular	929.8019029592	1
163.4112960035	2.9420748074	regular	819.2575756598	1
100.1916115413	3.760840296	regular	1023.824409755	1
109.6533403239	3.7125465836	regular	1002.8520238747	1
105.4878526268	4.1249999846	regular	974.7629283027	0
100.8421998365	4.9280025769	regular	917.6833334063	0
91.912733106	4.4534448516	regular	1013.4682395852	1
94.485306931	4.4437403876	regular	997.7395690874	0
99.3626228726	3.6458814626	regular	1021.2824456975	0
117.6758222171	4.235171629	regular	1059.6262618366	1
117.6015952499	4.3179452042	regular	877.58890234	1
106.4327840473	3.9248675129	regular	968.3123336074	1
115.1286159933	4.5525479898	regular	996.3485555144	1
97.5224857738	4.1505112219	regular	991.5197659819	1
81.4769686459	4.6614241784	regular	1060.6541383843	0
126.1733268537	3.6903074269	regular	889.2608069189	1
83.4409015391	4.8727096663	regular	1004.3260639017	0
111.892826196	4.6544072698	regular	953.6452563703	1
110.5915281171	4.6717328389	regular	955.8560424074	1
85.3833069778	3.5305165041	regular	1003.5513658326	1
107.4276050801	4.9164883949	regular	884.258019284	1
87.0575169112	4.8060189582	regular	1082.7493767392	0
98.9098662038	3.3983038852	regular	1047.4737623316	1
105.2777757099	3.5379022705	regular	1063.548627983	1
122.3149904332	3.3649776565	regular	979.9208409671	1
90.4088264431	3.7141143792	regular	1070.690265888	1
86.8638875598	3.4204630795	regular	1062.0394722912	1
89.9723326777	4.5041389483	regular	1045.1916225041	0
103.1217879113	2.9581278592	regular	986.192517334	0
84.0178828914	2.7616510024	regular	1148.341093383	1
87.0336538507	3.9371823485	regular	1046.7485153066	1
89.9911988345	4.8282716815	regular	980.5101898554	1
98.0708953513	4.2873596027	regular	1092.2366650108	0
86.5749744754	4.4963064376	regular	1145.4726887785	0
65.3983969167	4.302092724	regular	998.4536652765	0
107.2236894949	3.9724068042	regular	889.8550522711	1
75.0013314404	4.9776908802	regular	998.0004585034	0
103.5577550155	3.7959949723	regular	980.9301897156	0
88.0415724249	4.7545893498	regular	1005.171890507	0
107.613574775	3.5522893864	regular	1008.9629687427	1
100.1079392457	3.9924658342	regular	1106.7587828664	1
115.0260281226	4.8068715796	regular	960.2826780361	1
78.0200334176	3.3640369857	regular	1057.6770077952	1
93.5866550304	4.0464454958	exception	1192.9232693971	0
82.2073199233	4.3203863466	exception	1183.2290191181	1
89.0238957754	3.9509097878	exception	1280.980469314	0
108.8932763439	4.1310784311	exception	999.4581030992	0
81.331060571	3.8655284417	exception	1260.5287029287	1
89.9213411443	4.2926802379	exception	1181.0869519906	1
88.7207582315	4.5112593076	exception	1163.9011860784	1
103.0508902678	4.2679778552	exception	1167.9921804242	1
104.6227440727	4.0824614661	exception	1179.3297676558	0
95.8566894707	3.8177302881	exception	1205.8809645617	0
77.3429404213	4.3679546979	exception	1346.2392268994	0
78.4035957175	4.8805043034	exception	1215.0650539102	1
101.9235506991	3.702256038	exception	1234.534037447	0
124.882384329	4.4814929386	exception	1264.8631960103	1
102.3181480435	3.7636817451	exception	1376.6807526266	0
90.4413387595	3.7792518891	exception	1207.6916551581	1
90.4401039172	4.9283706978	exception	1251.029184301	0
60.168115617	3.4101426246	exception	1336.6865749986	1
91.7831979272	3.5867613789	exception	1174.8606623227	0
86.375475723	4.5403439852	exception	1114.9092546853	1
118.4666043603	3.3896403222	exception	1187.5258592357	1
90.056740168	4.6054608958	exception	1223.4040319798	1
92.0618322556	3.3395707233	exception	1200.7360570906	0
106.1051697989	3.9567740125	exception	1196.7437201215	1
90.6645390213	3.7594966064	exception	1298.508210808	1
123.4418405537	4.1436291467	exception	1134.3583491927	1
96.095734681	3.7071826525	exception	1219.4292772903	0
111.1776038405	3.9571159219	exception	1125.0517111627	0
103.7277171783	4.9488604146	exception	1286.4949758811	1
99.4143670408	3.3876291273	exception	1172.0030692602	0
126.9288350461	4.1674570715	exception	1201.5545142708	0
95.5111694924	4.2455703584	exception	1204.3634668544	0
999	3.9074468494	exception	1297.8457473909	1
116.9590868607	4.58931265	exception	1066.2423248941	1
92.0114796675	4.1560472643	exception	1163.7641060334	0
106.9547937726	4.6822319872	exception	1288.9093796619	1
96.5904774434	4.0105707128	exception	1071.2862089003	0
85.9997377804	3.0975357939	exception	1291.0427042096	0
101.8237683313	3.8272211734	exception	1238.4186545111	1
90.7821627466	3.4452486033	exception	1321.2701878205	0
97.5590130899	4.2435001356	exception	1141.4964143296	0
110.4954461759	2.6350431494	exception	1134.7360913476	1
93.7072738359	3.969786592	exception	1167.9289335981	1
97.7611196164	4.1694432939	exception	1274.5882247283	1
118.7886743674	3.7649544204	exception	1196.1093345948	1
112.4636489674	4.3565629338	exception	1127.3186506288	1
104.7953467252	3.2112560539	exception	1201.8077832657	1
89.3425040304	3.7984869063	exception	1449.9694069609	0
116.4286439229	3.7961291243	exception	1146.6032592597	0
97.0673577845	4.5769034366	exception	1203.9394064274	1
86.0131433112	3.6749933759	exception	1101.898990232	0
83.584976417	4.566162171	exception	1266.5783598581	1
103.6704052917	4.051961992	exception	1236.0887975851	1
92.9206053597	3.4601763083	exception	1263.2995060115	0
107.541185261	3.5724612988	exception	1330.9401060951	0
105.253647959	3.580556936	exception	1274.6649642774	1
90.3609362507	4.771296223	exception	1220.420350195	0
89.1751394878	3.5867199828	exception	1187.1928030511	0
96.8189384493	4.3620243272	exception	1034.2972288322	0
102.1372972071	3.8402755521	exception	1257.4907392483	1
45.125724224	4.2168025704	exception	1254.7785063438	0
123.991740232	3.6810548607	exception	1050.6620275812	0
123.0967298696	4.1813641888	exception	1184.2272352556	0
78.7290090555	2.8602254369	exception	1361.0062950453	1
96.8103639048	4.3308641141	exception	1306.4990237314	0
94.8497088276	4.8910851723	exception	1184.1609761873	1
